0.0,-2.7433591466192985e-06,1.1409726536582746e-06,2.3275842134628802e-07
0.1,-2.3312348155908817e-06,1.0702394256777078e-06,2.183288428382524e-07
0.2,-1.907811791342963e-06,9.652700179348329e-07,1.9691508365870591e-07
0.30000000000000004,-1.490501589653683e-06,8.316142487429922e-07,1.6964930674357042e-07
0.4,-1.0966726662280928e-06,6.756581466130093e-07,1.3783426190905393e-07
0.5,-7.428658761934312e-07,5.042164307731229e-07,1.0286015187771709e-07
0.6000000000000001,-4.440318925510272e-07,3.241398448991109e-07,6.612452835941863e-08
0.7000000000000001,-2.1283458039198215e-07,1.419674261479441e-07,2.8961354934180598e-08
0.8,-5.906080246864358e-08,-3.635178294548987e-08,-7.415763720879934e-09
0.9,1.0829840983699783e-08,-2.0565123481157651e-07,-4.1952851901561614e-08
1.0,-6.0085222881015886e-09,-3.6164714566369783e-07,-7.377601771539436e-08
1.1,-1.0869801634698849e-07,-5.009505844675548e-07,-1.0219391923138119e-07
1.2000000000000002,-2.9270455440608323e-07,-6.210052277229089e-07,-1.2668506645547344e-07
1.3,-5.50073354365003e-07,-7.199724547267338e-07,-1.468743807642537e-07
1.4000000000000001,-8.698139413720859e-07,-7.965902853055709e-07,-1.6250441820233647e-07
1.5,-1.2384095867199792e-06,-8.50033847341846e-07,-1.734069048577366e-07
1.6,-1.6404220966340996e-06,-8.798024721997053e-07,-1.794797043287399e-07
1.7000000000000002,-2.0591611629421866e-06,-8.856525570542616e-07,-1.8067312163906937e-07
1.8,-2.4773876727482307e-06,-8.675868860824434e-07,-1.7698772476081847e-07
1.9000000000000001,-2.878021877569628e-06,-8.259013873817656e-07,-1.684838830258802e-07
2.0,-3.244829590780328e-06,-7.61280684642235e-07,-1.5530125966701596e-07
2.1,-3.563062184088812e-06,-6.749255830401354e-07,-1.3768481894018763e-07
2.2,-3.820028836820396e-06,-5.686898557143301e-07,-1.1601273056572335e-07
2.3000000000000003,-4.0055821874794716e-06,-4.4520103020682604e-07,-9.082101016219252e-08
2.4000000000000004,-4.112501321427231e-06,-3.079405213505048e-07,-6.281986635550299e-08
2.5,-4.1367590562816804e-06,-1.6126218735961736e-07,-3.2897486221361945e-08
2.6,-4.077663919776235e-06,-1.0334607409920797e-08,-2.108259911623843e-09
2.7,-3.937871162480674e-06,1.389997403509226e-07,2.8355947031588213e-08
2.8000000000000003,-3.723261628675758e-06,2.8044661732837494e-07,5.721110993498849e-08
2.9000000000000004,-3.4426922380068306e-06,4.075532813288913e-07,8.314086939109383e-08
3.0,-3.1076270277742605e-06,5.140552283881525e-07,1.0486726659118312e-07
3.1,-2.73166291515561e-06,5.942529417891623e-07,1.2122760012498912e-07
3.2,-2.3299692553442157e-06,6.433913258506856e-07,1.3125183047353987e-07
3.3000000000000003,-1.9186645674773715e-06,6.580128737747096e-07,1.3423462625004077e-07
3.4000000000000004,-1.5141571493146606e-06,6.362562565866848e-07,1.297962763436837e-07
3.5,-1.1324784057411996e-06,5.780748362337008e-07,1.1792726659167498e-07
3.6,-7.886383336511288e-07,4.853543979039828e-07,9.901229717241249e-08
3.7,-4.960315835534831e-07,3.619158597807637e-07,7.38308353952758e-08
3.8000000000000003,-2.659198243107202e-07,2.1339644873195433e-07,4.3532875541318686e-08
3.9000000000000004,-1.0701188688631634e-07,4.701132633384517e-08,9.590310572104416e-09
4.0,-2.5157629243217984e-08,-1.2879367832188454e-07,-2.6273910377664448e-08
4.1000000000000005,-2.3165067825624018e-08,-3.0477937583046807e-07,-6.21749926694155e-08
4.2,-1.0074359081251528e-07,-4.7141465613616246e-07,-9.616858985177715e-08
4.3,-2.5456958207019675e-07,-6.194108596781255e-07,-1.2635981537433763e-07
4.4,-4.784650923734314e-07,-7.402548431806978e-07,-1.5101198800886236e-07
4.5,-7.636757415968448e-07,-8.267060314165285e-07,-1.6864803040897182e-07
4.6000000000000005,-1.099231100281214e-06,-8.732249064064155e-07,-1.7813788090690877e-07
4.7,-1.472369454316047e-06,-8.763049907840214e-07,-1.7876621811994037e-07
4.800000000000001,-1.8690089653665377e-06,-8.34687012245267e-07,-1.7027615049803449e-07
4.9,-2.274248482320424e-06,-7.494419937112889e-07,-1.5288616671710294e-07
5.0,-2.6728831872925533e-06,-6.239188044286053e-07,-1.2727943610343549e-07
5.1000000000000005,-3.049922368798024e-06,-4.635605265431802e-07,-9.456634741480877e-08
5.2,-3.3910984212080145e-06,-2.7560220426397115e-07,-5.622284966985012e-08
5.300000000000001,-3.6833572856177637e-06,-6.866963693271641e-08,-1.400860593427415e-08
5.4,-3.915320741595564e-06,1.4769550979071028e-07,3.01298839973049e-08
5.5,-4.0777101991016204e-06,3.635550873991212e-07,7.416523782942073e-08
5.6000000000000005,-4.16372010736358e-06,5.691070421590314e-07,1.1609783660044241e-07
5.7,-4.169327177919665e-06,7.551995888274938e-07,1.5406071612080873e-07
5.800000000000001,-4.093519858142912e-06,9.137968638436961e-07,1.86414560224114e-07
5.9,-3.938431523607059e-06,1.0383691297229644e-06,2.1182730246348477e-07
6.0,-3.709361309354577e-06,1.1241853890256943e-06,2.2933381936124167e-07
6.1000000000000005,-3.4146688810303435e-06,1.1684924872989572e-06,2.3837246740898728e-07
6.2,-3.0655340418224277e-06,1.1705721910051128e-06,2.3879672696504304e-07
6.300000000000001,-2.6755788539863124e-06,1.1316759551321395e-06,2.3086189484695648e-07
6.4,-2.260358541081876e-06,1.0548456495828075e-06,2.1518851251489276e-07
6.5,-1.8367370981022714e-06,9.446367691225202e-07,1.9270590090099415e-07
6.6000000000000005,-1.4221732653376267e-06,8.0676789104067e-07,1.645806497722967e-07
6.7,-1.0339511667806385e-06,6.477256240402261e-07,1.3213602730420612e-07
6.800000000000001,-6.883963488960424e-07,4.7435733538003805e-07,9.676889641752777e-08
6.9,-4.0012126156999143e-07,2.9348405166349645e-07,5.987074653935328e-08
7.0,-1.8134384772615318e-07,1.1156288419715648e-07,2.2758828376219924e-08
7.1000000000000005,-4.1318769949227575e-08,-6.557772375460086e-08,-1.3377855645938575e-08
7.2,1.4086684532591933e-08,-2.3291515430283132e-07,-4.751469147777759e-08
7.300000000000001,-1.735003153996439e-08,-3.8631749061762586e-07,-7.880876808599568e-08
7.4,-1.341267907711488e-07,-5.225418944004165e-07,-1.0659854645768498e-07
7.5,-3.311135124113913e-07,-6.391618167368784e-07,-1.303890106143232e-07
7.6000000000000005,-5.998143168034094e-07,-7.344457617922306e-07,-1.4982693540561505e-07
7.7,-9.287753446786274e-07,-8.072145696853208e-07,-1.6467177221580547e-07
7.800000000000001,-1.304112336593874e-06,-8.567047300595098e-07,-1.7476776493214e-07
7.9,-1.7101284463720275e-06,-8.824620394917611e-07,-1.800222560563193e-07
8.0,-2.129991414464412e-06,-8.842834654486615e-07,-1.8039382695152695e-07
8.1,-2.5464396748840995e-06,-8.622163273656989e-07,-1.7589213078260258e-07
8.200000000000001,-2.94248863780306e-06,-8.166141103569478e-07,-1.6658927851281737e-07
8.3,-3.302110740094252e-06,-7.482387580990462e-07,-1.5264070665220543e-07
8.4,-3.610865484057433e-06,-6.583914191817193e-07,-1.3431184951307075e-07
8.5,-3.856458369907606e-06,-5.49048336192555e-07,-1.1200586058328123e-07
8.6,-4.029210329855908e-06,-4.22976455040727e-07,-8.628719682830831e-08
8.700000000000001,-4.1224220850143725e-06,-2.8380452480001853e-07,-5.7896123059203785e-08
8.8,-4.132620931752742e-06,-1.3602965712305738e-07,-2.7750050053103708e-08
8.9,-4.059680978277665e-06,1.5054122485108464e-08,3.071040986962127e-09
9.0,-3.9068118910089595e-06,1.6351073067998726e-07,3.3356189058717404e-08
9.1,-3.6804157753441886e-06,3.029970548643357e-07,6.18113991923245e-08
9.200000000000001,-3.3898168047598687e-06,4.270666183150791e-07,8.712159013627614e-08
9.3,-3.04687343103903e-06,5.295231408655265e-07,1.0802272073656741e-07
9.4,-2.6654881909032716e-06,6.047997228430745e-07,1.233791434599872e-07
9.5,-2.2610349598296763e-06,6.483358977772348e-07,1.322605231465559e-07
9.600000000000001,-1.849727662892968e-06,6.569235527465487e-07,1.3401240476029593e-07
9.700000000000001,-1.4479576119152577e-06,6.289937287376155e-07,1.2831472066247356e-07
9.8,-1.0716285072493267e-06,5.648194787051765e-07,1.1522317365585603e-07
9.9,-7.35518492092281e-07,4.666150580481507e-07,9.518947184182275e-08
