0.0,[ 4.05142604e-06 -1.98767058e-04],[ 5.55631188e-06 -2.81579199e-04],[8.29348317e-07 4.07268902e-05]
0.1,[ 4.44236924e-06 -1.93499931e-04],[ 5.33067343e-06 -2.66192414e-04],[9.06379832e-07 3.96138888e-05]
0.2,[ 4.71700399e-06 -1.86339764e-04],[ 4.97494668e-06 -2.48203722e-04],[9.60043368e-07 3.81143705e-05]
0.30000000000000004,[ 4.8631654e-06 -1.7734262e-04],[ 4.50168329e-06 -2.27770567e-04],[9.87880916e-07 3.62402707e-05]
0.4,[ 4.87357793e-06 -1.66581709e-04],[ 3.92768763e-06 -2.05072473e-04],[9.88439474e-07 3.40070804e-05]
0.5,[ 4.74635531e-06 -1.54148065e-04],[ 3.27364306e-06 -1.80311224e-04],[9.61364358e-07 3.14340147e-05]
0.6000000000000001,[ 4.48528419e-06 -1.40151014e-04],[ 2.56360076e-06 -1.53710786e-04],[9.07452610e-07 2.85441623e-05]
0.7000000000000001,[ 4.09984903e-06 -1.24718290e-04],[ 1.82430728e-06 -1.25516819e-04],[8.28656599e-07 2.53646190e-05]
0.8,[ 3.60497150e-06 -1.07995706e-04],[ 1.08435859e-06 -9.59956231e-05],[7.28032753e-07 2.19266507e-05]
0.9,[ 3.02045837e-06 -9.01462869e-05],[ 3.73185097e-07 -6.54324464e-05],[6.09637123e-07 1.82660571e-05]
1.0,[ 2.37017586e-06 -7.13488398e-05],[-2.80106018e-07 -3.41290707e-05],[4.78381958e-07 1.44243425e-05]
1.1,[ 1.68099124e-06 -5.17959401e-05],[-8.47983032e-07 -2.40069174e-06],[3.39906759e-07 1.04532310e-05]
1.2000000000000002,[ 9.81543205e-07 -3.16913994e-05],[-1.30576892e-06  2.94278576e-05],[2.00760457e-07 6.43790704e-06]
1.3,[ 3.00916595e-07 -1.12472933e-05],[-1.63286641e-06  6.10264296e-05],[7.31784912e-08 2.73510856e-06]
1.4000000000000001,[-3.32695833e-07  9.31932481e-06],[-1.81384237e-06  9.20642772e-05],[8.10259653e-08 2.97269143e-06]
1.5,[-8.93263428e-07  2.97898761e-05],[-1.83928945e-06  1.22214971e-04],[1.86045975e-07 6.74410918e-06]
1.6,[-1.35804727e-06  4.99477149e-05],[-1.70639619e-06  1.51161315e-04],[2.77372267e-07 1.07654484e-05]
1.7000000000000002,[-1.70853255e-06  6.95814368e-05],[-1.41917866e-06  1.78600051e-04],[3.46624261e-07 1.47354502e-05]
1.8,[-1.93112582e-06  8.84878958e-05],[-9.88352821e-07  2.04246165e-04],[3.90507802e-07 1.85739124e-05]
1.9000000000000001,[-2.01759970e-06  1.06474818e-04],[-4.30855853e-07  2.27836633e-04],[4.07318978e-07 2.22303494e-05]
2.0,[-1.96528618e-06  1.23362937e-04],[2.30948625e-07 2.49133495e-04],[3.96660998e-07 2.56637398e-05]
2.1,[-1.77703514e-06  1.38987618e-04],[9.70323980e-07 2.67926192e-04],[3.59447419e-07 2.88384122e-05]
2.2,[-1.46096504e-06  1.53199976e-04],[1.75739974e-06 2.84033161e-04],[2.98097583e-07 3.17229238e-05]
2.3000000000000003,[-1.03003791e-06  1.65867539e-04],[2.56051634e-06 2.97302731e-04],[2.17511246e-07 3.42896901e-05]
2.4000000000000004,[-5.01491351e-07  1.76874533e-04],[3.34759624e-06 3.07613405e-04],[1.31338779e-07 3.65148233e-05]
2.5,[1.03843183e-07 1.86121889e-04],[4.08747006e-06 3.14873659e-04],[1.04334943e-07 3.83780258e-05]
2.6,[7.62311431e-07 1.93527078e-04],[4.75110010e-06 3.19021397e-04],[1.94376042e-07 3.98625013e-05]
2.7,[1.44827770e-06 1.99023895e-04],[5.31265918e-06 3.20023213e-04],[3.21053751e-07 4.09548759e-05]
2.8000000000000003,[2.13502158e-06 2.02562277e-04],[5.75043943e-06 3.17873609e-04],[4.54233585e-07 4.16451421e-05]
