Timestamp,x,y,theta
3.3995089530944824,2.01953125,4.097222222222222,-9.323591778138015
3.5610392093658447,2.01953125,4.097222222222222,-13.828650972280153
3.7550394535064697,2.02734375,4.090277777777778,-11.14288985833932
3.9380533695220947,2.04296875,4.090277777777778,-9.752424941653784
4.107038497924805,2.05859375,4.090277777777778,-4.085616779974877
4.330039978027344,2.07421875,4.090277777777778,-13.19061071220685
4.538679599761963,2.06640625,4.090277777777778,-9.865806943084369
4.701786279678345,2.07421875,4.090277777777778,0.8951737102110744
4.920414447784424,2.10546875,4.083333333333333,-10.459909092929129
5.14540958404541,2.10546875,4.090277777777778,34.59228868750995
5.361026048660278,2.11328125,4.090277777777778,-13.828650972280153
5.581318378448486,2.12109375,4.090277777777778,-12.528807709151511
5.7802698612213135,2.14453125,4.090277777777778,-6.911227119024681
5.97299599647522,2.15234375,4.083333333333333,-12.43956201884655
6.167160749435425,2.16796875,4.083333333333333,-7.125016348901798
6.371288537979126,2.18359375,4.083333333333333,-12.264773727892402
6.593948602676392,2.19921875,4.083333333333333,-0.0
6.794083833694458,2.20703125,4.083333333333333,-8.259437979878806
6.992391109466553,2.22265625,4.083333333333333,-10.007979801441337
7.201183080673218,2.23828125,4.076388888888888,-4.899092453787765
7.395183563232422,2.25390625,4.076388888888888,-13.626994859891541
7.6027631759643555,2.26953125,4.076388888888888,0.8303154862580109
7.802577257156372,2.28515625,4.076388888888888,-8.615648184164113
7.998929262161255,2.30078125,4.076388888888888,0.7848246029918882
8.162674188613892,2.30859375,4.069444444444445,-3.918248864067376
8.360910415649414,2.33203125,4.076388888888888,-0.8303154862580109
8.570539236068726,2.34765625,4.076388888888888,-0.0
8.759803056716919,2.36328125,4.076388888888888,-0.0
8.957359790802002,2.37890625,4.069444444444445,-1.6135389328811822
9.110870599746704,2.39453125,4.069444444444445,-17.47477425625567
9.306552171707153,2.41796875,4.069444444444445,-13.392497753751098
9.468689203262329,2.42578125,4.069444444444445,-9.462322208025617
9.680736303329468,2.44921875,4.069444444444445,-11.481991354748097
9.898181676864624,2.46484375,4.069444444444445,-10.06068979532297
10.060644388198853,2.48046875,4.0625,-8.880659150520245
10.21980595588684,2.50390625,4.0625,-17.175903615746744
10.376042366027832,2.51953125,4.055555555555555,-9.904183212973878
10.543000221252441,2.51953125,4.055555555555555,-7.594643368591445
10.74910020828247,2.54296875,4.055555555555555,-11.976132444203357
10.982997179031372,2.55859375,4.055555555555555,-9.782407031807287
11.214237213134766,2.57421875,4.055555555555555,-1.548157698977968
11.421895742416382,2.60546875,4.048611111111111,-3.8140748342903548
11.580897569656372,2.62109375,4.048611111111111,-13.600542516658743
11.779999256134033,2.64453125,4.048611111111111,-2.6025622024998065
11.962125539779663,2.66796875,4.048611111111111,-10.154266580200265
12.12511920928955,2.69140625,4.041666666666666,-11.689369175439191
12.310124158859253,2.69921875,4.041666666666666,-0.0
12.513083457946777,2.72265625,4.041666666666666,-11.976132444203357
12.733339548110962,2.73828125,4.034722222222222,-5.477368728828878
12.947465896606445,2.76171875,4.041666666666666,-0.8069294551023743
13.168135404586792,2.79296875,4.041666666666666,-0.0
13.339380741119385,2.80859375,4.034722222222222,-17.300527191945005
13.496751546859741,2.83203125,4.034722222222222,-15.81919394750014
13.702709197998047,2.84765625,4.027777777777778,-6.254032743916468
13.881835222244263,2.90234375,4.041666666666666,-3.3177811683348435
14.106710195541382,2.89453125,4.034722222222222,-3.179830119864234
14.364473581314087,2.93359375,4.034722222222222,-4.332313983188515
14.533434867858887,2.94140625,4.027777777777778,-6.809050179613406
14.70346188545227,2.98046875,4.020833333333333,-6.709836807756933
14.891538381576538,3.00390625,4.013888888888888,-12.339087278326195
15.10043716430664,3.03515625,4.013888888888888,-3.3177811683348435
15.286890268325806,3.04296875,4.013888888888888,-4.830419958289941
15.478003025054932,3.06640625,4.006944444444445,-6.4287477488298554
15.657832384109497,3.08984375,4.006944444444445,-7.721825800130976
15.841530799865723,3.11328125,4.0,-13.781597235653624
16.066529989242554,3.12890625,4.0,-13.19061071220685
16.27852749824524,3.16796875,4.006944444444445,-16.927513064147043
16.50952935218811,3.17578125,3.9930555555555554,-10.459909092929129
16.728590965270996,3.22265625,3.9861111111111107,-19.44003482817619
16.935530424118042,3.23828125,3.9861111111111107,-9.462322208025617
17.1265869140625,3.26171875,3.9861111111111107,-13.600542516658743
17.31553316116333,3.28515625,3.9791666666666665,-2.4195092166563366
17.5045268535614,3.30078125,3.9791666666666665,-7.2369220259680045
17.70353126525879,3.33203125,3.9652777777777777,-15.708637829015746
17.924530267715454,3.34765625,3.9652777777777777,-8.74616226255521
18.131528615951538,3.37890625,3.9652777777777777,-13.570434385161487
18.36563467979431,3.40234375,3.9652777777777777,-5.710593137499642
18.522648096084595,3.42578125,3.958333333333333,-11.996899307923579
18.681742429733276,3.46484375,3.944444444444444,-18.034285567129857
18.818848848342896,3.47265625,3.944444444444444,-9.462322208025617
18.954851150512695,3.48046875,3.9375,-16.07357416474639
19.086865663528442,3.52734375,3.944444444444444,-15.172915345525261
19.237071990966797,3.52734375,3.944444444444444,-14.250032697803595
19.372560739517212,3.53515625,3.944444444444444,-5.710593137499642
19.507469654083252,3.55859375,3.9375,-6.009005957494525
19.64484715461731,3.56640625,3.9305555555555554,-13.600542516658743
19.842219591140747,3.60546875,3.9236111111111107,-10.669782804496677
20.075449466705322,3.60546875,3.9236111111111107,-10.980650010173543
20.262499570846558,3.63671875,3.9236111111111107,-16.606980578617005
20.44087839126587,3.65234375,3.9236111111111107,-13.828650972280153
20.649378776550293,3.67578125,3.9166666666666665,-7.326406660169546
20.838536262512207,3.69921875,3.909722222222222,-15.068488159492212
21.033946752548218,3.73046875,3.9027777777777777,-10.669782804496677
21.190946578979492,3.75390625,3.9027777777777777,-19.334808537826415
21.382952451705933,3.77734375,3.895833333333333,-16.26020470831196
21.557948350906372,3.78515625,3.895833333333333,-15.255118703057777
21.764950275421143,3.80859375,3.888888888888889,-13.70696100407981
21.99415373802185,3.83203125,3.881944444444444,-16.606980578617005
22.18515181541443,3.86328125,3.875,-11.633633998940438
22.41257357597351,3.87890625,3.875,-16.927513064147043
22.62049961090088,3.90234375,3.8680555555555554,-15.945395900922856
22.811667442321777,3.94140625,3.8541666666666665,-8.930590100418996
23.03615427017212,3.97265625,3.8541666666666665,-16.232350661156207
23.218221187591553,3.98828125,3.847222222222222,-13.19061071220685
23.436514377593994,4.01171875,3.8402777777777777,-17.783888442692525
23.63895320892334,4.03515625,3.8402777777777777,-16.09081634885217
23.871121644973755,4.05859375,3.833333333333333,-16.69924423399362
24.047656774520874,4.08203125,3.826388888888889,-12.094757077012103
24.244924068450928,4.12109375,3.8125,-13.65041913475699
24.456542491912842,4.12890625,3.8125,-13.46520809481171
24.657125234603882,4.16015625,3.8125,-11.976132444203357
